location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,human_development_index
Argentina,2021-04-13,2579000,27001,21567.286,58174,217,220,57062.853,597.423,477.197,1287.156,4.801,4.868,1.26,53482,8231688,182.134,1.183,52128,1.153,tests performed,5571878,4836246,735632,181878,166815,12.33,10.7,1.63,3691,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-14,2604157,25157,22012.714,58542,368,244.286,57619.476,556.623,487.052,1295.298,8.142,5.405,1.24,53137,8284825,183.31,1.176,49611,1.098,tests performed,5754919,4996672,758247,183041,169014,12.73,11.06,1.68,3740,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-15,2629156,24999,22200.714,58925,383,257.571,58172.603,553.127,491.212,1303.772,8.474,5.699,1.22,59642,8344467,184.629,1.32,50071,1.108,tests performed,5935146,5163344,771802,180227,166276,13.13,11.42,1.71,3679,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-16,2658628,29472,22963.857,59084,159,247.714,58824.699,652.096,508.097,1307.29,3.518,5.481,1.2,58730,8403197,185.929,1.299,49887,1.104,tests performed,6093016,5305604,787412,157870,162428,13.48,11.74,1.74,3594,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-17,2677747,19119,22921,59164,80,216.714,59247.726,423.026,507.149,1309.06,1.77,4.795,1.18,40712,8443909,186.83,0.901,49149,1.087,tests performed,6226872,5431994,794878,133856,146486,13.78,12.02,1.76,3241,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-18,2694014,16267,23064.571,59228,64,207,59607.649,359.923,510.326,1310.476,1.416,4.58,1.16,26129,8470038,187.408,0.578,48916,1.082,tests performed,6288812,5489318,799494,61940,139314,13.91,12.15,1.77,3082,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-19,2714475,20461,23210.857,59476,248,217,60060.368,452.719,513.563,1315.964,5.487,4.801,1.14,47107,8517145,188.45,1.042,48420,1.071,tests performed,6334554,5534225,800329,45742,134936,14.02,12.25,1.77,2986,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-20,2743620,29145,23517.143,59792,316,231.143,60705.229,644.861,520.339,1322.955,6.992,5.114,1.12,51092,8568237,189.58,1.13,48078,1.064,tests performed,6433141,5620411,812730,98587,123038,14.23,12.44,1.8,2722,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-21,2769552,25932,23627.857,60083,291,220.143,61279,573.77,522.789,1329.394,6.439,4.871,1.1,49486,8617723,190.675,1.095,47557,1.052,tests performed,6550568,5722607,827961,117427,113664,14.49,12.66,1.83,2515,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-22,2796768,27216,23944.571,60620,537,242.143,61881.18,602.18,529.797,1341.276,11.882,5.358,1.09,48551,8666274,191.75,1.074,45972,1.017,tests performed,6693438,5851232,842206,142870,108327,14.81,12.95,1.86,2397,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-23,2824652,27884,23717.714,61176,556,298.857,62498.14,616.96,524.777,1353.578,12.302,6.613,1.07,46610,8712884,192.781,1.031,44241,0.979,tests performed,6807411,5955371,852040,113973,102056,15.06,13.18,1.89,2258,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-24,2845872,21220,24017.857,61474,298,330,62967.653,469.513,531.418,1360.171,6.594,7.302,1.06,36640,8749524,193.592,0.811,43659,0.966,tests performed,7017279,6149835,867444,209868,112915,15.53,13.61,1.92,2498,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-25,2860884,15012,23838.571,61644,170,345.143,63299.808,332.155,527.451,1363.933,3.761,7.637,1.04,19993,8769517,194.034,0.442,42783,0.947,tests performed,7134949,6263849,871100,117670,120877,15.79,13.86,1.93,2675,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-26,2879677,18793,23600.286,62087,443,373,63715.621,415.813,522.179,1373.735,9.802,8.253,1.03,41311,8810828,194.948,0.914,41955,0.928,tests performed,7214704,6341959,872745,79755,125736,15.96,14.03,1.93,2782,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-27,2905172,25495,23078.857,62599,512,401,64279.722,564.101,510.642,1385.063,11.328,8.873,1.01,44265,8855093,195.927,0.979,40979,0.907,tests performed,7386650,6507572,879078,171946,136216,16.34,14.4,1.95,3014,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-28,2928890,23718,22762.571,62947,348,409.143,64804.506,524.784,503.644,1392.763,7.7,9.053,1,42475,8897568,196.867,0.94,39978,0.885,tests performed,7557986,6672739,885247,171336,143917,16.72,14.76,1.96,3184,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-29,2954943,26053,22596.429,63508,561,412.571,65380.954,576.448,499.968,1405.176,12.413,9.129,0.99,42269,8939837,197.802,0.935,39080,0.865,tests performed,7715006,6806565,908441,157020,145938,17.07,15.06,2.01,3229,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-04-30,2977363,22420,21815.857,63865,357,384.143,65877.018,496.064,482.697,1413.075,7.899,8.5,0.99,44290,8984127,198.782,0.98,38749,0.857,tests performed,7865213,6926650,938563,150207,151115,17.4,15.33,2.08,3344,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-01,2993865,16502,21141.857,64096,231,374.571,66242.14,365.123,467.784,1418.186,5.111,8.288,0.99,28702,9012829,199.418,0.635,37615,0.832,tests performed,7971470,7002992,968478,106257,136313,17.64,15.49,2.14,3016,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-02,3005259,11394,20625,64252,156,372.571,66494.243,252.103,456.348,1421.637,3.452,8.244,0.99,17887,9030716,199.813,0.396,37314,0.826,tests performed,7997902,7025492,972410,26432,123279,17.7,15.54,2.15,2728,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-03,3021179,15920,20214.571,64792,540,386.429,66846.489,352.245,447.267,1433.585,11.948,8.55,0.99,39833,9070549,200.695,0.881,37103,0.821,tests performed,8039793,7051772,988021,41891,117870,17.79,15.6,2.19,2608,77.31,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-04,3047417,26238,20320.714,65202,410,371.857,67427.03,580.541,449.615,1442.657,9.072,8.228,1,40327,9110876,201.587,0.892,36540,0.808,tests performed,8197011,7149293,1047718,157218,115766,18.14,15.82,2.32,2561,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-05,3071496,24079,20372.286,65865,663,416.857,67959.801,532.771,450.756,1457.326,14.67,9.223,1,43632,9154508,202.552,0.965,36706,0.812,tests performed,8391513,7261176,1130337,194502,119075,18.57,16.07,2.5,2635,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-06,3095582,24086,20091.286,66263,398,393.571,68492.727,532.926,444.539,1466.133,8.806,8.708,1.01,38770,9193278,203.41,0.858,36206,0.801,tests performed,8591061,7399515,1191546,199548,125151,19.01,16.37,2.64,2769,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-07,3118134,22552,20110.143,66872,609,429.571,68991.711,498.985,444.956,1479.607,13.475,9.505,1.02,39822,9233100,204.291,0.881,35568,0.787,tests performed,8820691,7555386,1265305,229630,136497,19.52,16.72,2.8,3020,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-08,3136158,18024,20327.571,67042,170,420.857,69390.51,398.798,449.767,1483.369,3.761,9.312,1.02,31043,9264143,204.978,0.687,35902,0.794,tests performed,9001747,7660652,1341095,181056,147182,19.92,16.95,2.97,3257,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-09,3147740,11582,20354.429,67325,283,439,69646.773,256.263,450.361,1489.63,6.262,9.713,1.04,20331,9284474,205.428,0.45,36251,0.802,tests performed,9082597,7688877,1393720,80850,154956,20.1,17.01,3.08,3429,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-10,3165121,17381,20563.143,67821,496,432.714,70031.344,384.571,454.979,1500.605,10.974,9.574,1.05,35807,9320281,206.22,0.792,35676,0.789,tests performed,9122759,7718272,1404487,40162,154709,20.18,17.08,3.11,3423,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-11,3191097,25976,20525.714,68311,490,444.143,70606.088,574.744,454.151,1511.447,10.842,9.827,1.06,41451,9361732,207.137,0.917,35837,0.793,tests performed,9237005,7790786,1446219,114246,148571,20.44,17.24,3.2,3287,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-12,3215572,24475,20582.286,68807,496,420.286,71147.621,541.533,455.403,1522.421,10.974,9.299,1.08,40378,9402110,208.031,0.893,35372,0.783,tests performed,9383945,7866933,1517012,146940,141776,20.76,17.41,3.36,3137,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-13,3242103,26531,20931.571,69254,447,427.286,71734.645,587.024,463.131,1532.311,9.89,9.454,1.1,42548,9444658,208.972,0.941,35911,0.795,tests performed,9541511,7912175,1629336,157566,135779,21.11,17.51,3.61,3004,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-14,3269466,27363,21618.857,69853,599,425.857,72340.077,605.433,478.338,1545.565,13.253,9.422,1.11,43586,9488244,209.937,0.964,36449,0.806,tests performed,9704364,7953562,1750802,162853,126239,21.47,17.6,3.87,2793,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-15,3290935,21469,22111,70253,400,458.714,72815.1,475.022,489.227,1554.415,8.85,10.149,1.13,33287,9521531,210.673,0.737,36770,0.814,tests performed,9862623,7992532,1870091,158259,122982,21.82,17.68,4.14,2721,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-16,3307285,16350,22792.143,70522,269,456.714,73176.859,361.759,504.298,1560.367,5.952,10.105,1.15,20248,9541779,211.121,0.448,36758,0.813,tests performed,9927783,8023563,1904220,65160,120741,21.97,17.75,4.21,2672,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-17,3335965,28680,24406.286,71027,505,458,73811.432,634.573,540.013,1571.541,11.174,10.134,1.16,44657,9586436,212.109,0.988,38022,0.841,tests performed,10002830,8050709,1952121,75047,125724,22.13,17.81,4.32,2782,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-18,3371508,35543,25773,71771,744,494.286,74597.855,786.423,570.252,1588.002,16.462,10.937,1.17,58318,9644754,213.399,1.29,40432,0.895,tests performed,10193368,8141608,2051760,190538,136623,22.55,18.01,4.54,3023,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-19,3411160,39652,27941.143,72265,494,494,75475.193,877.339,618.225,1598.933,10.93,10.93,1.17,43312,9688066,214.358,0.958,40851,0.904,tests performed,10383925,8279961,2103964,190557,142854,22.98,18.32,4.66,3161,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-20,3447044,35884,29277.286,72699,434,492.143,76269.161,793.968,647.788,1608.535,9.603,10.889,1.16,47764,9735830,215.415,1.057,41596,0.92,tests performed,10549521,8397337,2152184,165596,144001,23.34,18.58,4.76,3186,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-21,3482512,35468,30435.143,73391,692,505.429,77053.925,784.764,673.407,1623.846,15.311,11.183,1.14,50762,9786592,216.538,1.123,42621,0.943,tests performed,10758782,8531073,2227709,209261,150631,23.8,18.88,4.93,3333,84.26,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-22,3514683,32171,31964,73688,297,490.714,77765.739,711.814,707.234,1630.418,6.571,10.858,1.13,41818,9828410,217.463,0.925,43840,0.97,tests performed,10958659,8638944,2319715,199877,156577,24.25,19.11,5.13,3464,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-23,3539484,24801,33171.286,74063,375,505.857,78314.485,548.746,733.947,1638.715,8.297,11.193,1.11,22701,9851111,217.965,0.502,44190,0.978,tests performed,11067550,8701971,2365579,108891,162824,24.49,19.25,5.23,3603,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-24,3562135,22651,32310,74480,417,493.286,78815.66,501.175,714.89,1647.942,9.227,10.914,1.09,33311,9884422,218.702,0.737,42569,0.942,tests performed,11149468,8735231,2414237,81918,163805,24.67,19.33,5.34,3624,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-25,3586736,24601,30746.857,75056,576,469.286,79359.981,544.321,680.304,1660.686,12.745,10.383,1.07,28832,9913254,219.34,0.638,38357,0.849,tests performed,11242209,8807373,2434836,92741,149834,24.87,19.49,5.39,3315,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-26,3622135,35399,30139.286,75588,532,474.714,80143.218,783.237,666.861,1672.457,11.771,10.504,1.07,45440,9958694,220.346,1.005,38661,0.855,tests performed,11331066,8878491,2452575,88857,135306,25.07,19.64,5.43,2994,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-27,3663215,41080,30881.571,76135,547,490.857,81052.152,908.934,683.284,1684.56,12.103,10.861,1.07,50001,10008695,221.452,1.106,38981,0.862,tests performed,11503476,8988267,2515209,172410,136279,25.45,19.89,5.57,3015,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-28,3702422,39207,31415.714,76693,558,471.714,81919.645,867.493,695.103,1696.906,12.346,10.437,1.06,48771,10057466,222.531,1.079,38696,0.856,tests performed,11676733,9084600,2592133,173257,131136,25.84,20.1,5.74,2902,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-29,3732263,29841,31082.857,77108,415,488.571,82579.906,660.261,687.738,1706.089,9.182,10.81,1.05,37844,10095310,223.368,0.837,38129,0.844,tests performed,11906697,9208883,2697814,229964,135434,26.34,20.38,5.97,2997,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-30,3753609,21346,30589.286,77456,348,484.714,83052.206,472.301,676.817,1713.788,7.7,10.725,1.03,21329,10116639,223.84,0.472,37933,0.839,tests performed,12119901,9361218,2758683,213204,150336,26.82,20.71,6.1,3326,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-05-31,3781784,28175,31378.429,78093,637,516.143,83675.605,623.399,694.278,1727.883,14.094,11.42,1.02,38795,10155434,224.699,0.858,38716,0.857,tests performed,12257297,9476406,2780891,137396,158261,27.12,20.97,6.15,3502,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-01,3817139,35355,32914.714,78733,640,525.286,84457.869,782.263,728.27,1742.043,14.161,11.622,1,46583,10202017,225.729,1.031,41252,0.913,tests performed,12497078,9667003,2830075,239781,179267,27.65,21.39,6.26,3966,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-02,3852156,35017,32860.143,79320,587,533.143,85232.653,774.785,727.062,1755.031,12.988,11.796,0.98,43690,10245707,226.696,0.967,41002,0.907,tests performed,12801115,9924476,2876639,304037,210007,28.32,21.96,6.36,4647,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-03,3884447,32291,31604.571,79873,553,534,85947.123,714.469,699.282,1767.267,12.236,11.815,0.96,43351,10289058,227.655,0.959,40052,0.886,tests performed,13079195,10158653,2920542,278080,225103,28.94,22.48,6.46,4981,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-04,3915397,30950,30425,80411,538,531.143,86631.921,684.798,673.182,1779.171,11.904,11.752,0.95,44924,10333982,228.649,0.994,39502,0.874,tests performed,13374067,10417359,2956708,294872,242476,29.59,23.05,6.54,5365,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-05,3939024,23627,29537.286,80867,456,537,87154.691,522.77,653.541,1789.26,10.089,11.882,0.94,33310,10367292,229.386,0.737,38855,0.86,tests performed,13730521,10733428,2997093,356454,260546,30.38,23.75,6.63,5765,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-06,3955439,16415,28832.857,81214,347,536.857,87517.889,363.198,637.955,1796.938,7.678,11.878,0.93,19177,10386469,229.811,0.424,38547,0.853,tests performed,14092493,11071365,3021128,361972,281799,31.18,24.5,6.68,6235,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-07,3977634,22195,27978.571,81946,732,550.429,88008.975,491.086,619.053,1813.134,16.196,12.179,0.92,38276,10424745,230.658,0.847,38473,0.851,tests performed,14336164,11290468,3045696,243671,296981,31.72,24.98,6.74,6571,81.48,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-08,4008771,31137,27376,82667,721,562,88697.911,688.936,605.72,1829.087,15.953,12.435,0.91,41901,10466646,231.585,0.927,37804,0.836,tests performed,14663805,11577809,3085996,327641,309532,32.45,25.62,6.83,6849,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-09,4038528,29757,26624.571,83272,605,564.571,89356.313,658.402,589.094,1842.473,13.386,12.492,0.9,39385,10506031,232.456,0.871,37189,0.823,tests performed,15012734,11888649,3124085,348929,315946,33.22,26.3,6.91,6991,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-10,4066156,27628,25958.429,83941,669,581.143,89967.609,611.296,574.355,1857.275,14.802,12.858,0.89,37354,10543385,233.283,0.826,36332,0.804,tests performed,15353408,12202881,3150527,340674,324888,33.97,27,6.97,7188,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-11,4093090,26934,25384.714,84628,687,602.429,90563.55,595.941,561.661,1872.476,15.201,13.329,0.88,37347,10580732,234.109,0.826,35250,0.78,tests performed,15730223,12555442,3174781,376815,336594,34.8,27.78,7.02,7447,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-12,4111147,18057,24589,85075,447,601.143,90963.078,399.528,544.055,1882.366,9.89,13.301,0.88,29318,10610050,234.758,0.649,34680,0.767,tests performed,16102741,12879690,3223051,372518,338889,35.63,28.5,7.13,7498,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-13,4124190,13043,24107.286,85343,268,589.857,91251.667,288.589,533.397,1888.296,5.93,13.051,0.87,16844,10626894,235.13,0.373,34346,0.76,tests performed,16286902,12991480,3295422,184161,313487,36.04,28.74,7.29,6936,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-14,4145482,21292,23978.286,86029,686,583.286,91722.773,471.106,530.543,1903.474,15.178,12.906,0.87,37538,10664432,235.961,0.831,34241,0.758,tests performed,16382043,13043304,3338739,95141,292268,36.25,28.86,7.39,6467,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-15,4172742,27260,23424.429,86615,586,564,92325.927,603.154,518.288,1916.44,12.966,12.479,0.86,37992,10702424,236.801,0.841,33683,0.745,tests performed,16643769,13223188,3420581,261726,282852,36.83,29.26,7.57,6258,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-16,4198620,25878,22870.286,87261,646,569.857,92898.502,572.576,506.027,1930.733,14.293,12.609,0.85,38050,10740474,237.643,0.842,33492,0.741,tests performed,16876619,13389726,3486893,232850,266269,37.34,29.63,7.72,5891,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-17,4222400,23780,22320.571,87789,528,549.714,93424.658,526.155,493.864,1942.416,11.683,12.163,0.84,33531,10774005,238.385,0.742,32946,0.729,tests performed,17172628,13609451,3563177,296009,259889,38,30.11,7.88,5750,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-18,4242763,20363,21381.857,88247,458,517,93875.209,450.551,473.094,1952.55,10.134,11.439,0.83,32372,10806377,239.101,0.716,32235,0.713,tests performed,17475935,13852316,3623619,303307,249387,38.67,30.65,8.02,5518,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Argentina,2021-06-19,4258394,15631,21035.286,88742,495,523.857,94221.06,345.851,465.426,1963.502,10.952,11.591,0.82,25684,10832061,239.67,0.568,31716,0.702,tests performed,17837121,14172453,3664668,361186,247769,39.47,31.36,8.11,5482,77.78,45195777,16.177,31.9,18933.907,0.6,191.032,5.5,0.845
Australia,2021-05-24,30029,10,6.571,910,0,0,1177.613,0.392,0.258,35.686,0,0,1.17,33970,17891090,701.615,1.332,44293,1.737,tests performed,3613053,3196760,416293,13089,73274,14.17,12.54,1.63,2874,36.57,25499881,3.202,37.9,44648.71,0.5,107.791,5.07,0.944
Australia,2021-05-25,30046,17,7.714,910,0,0,1178.28,0.667,0.303,35.686,0,0,1.23,35564,17926654,703.009,1.395,42376,1.662,tests performed,3690622,3271385,419237,77569,72471,14.47,12.83,1.64,2842,42.13,25499881,3.202,37.9,44648.71,0.5,107.791,5.07,0.944
Australia,2021-05-26,30063,17,9.714,910,0,0,1178.947,0.667,0.381,35.686,0,0,1.23,61494,17988148,705.421,2.412,44163,1.732,tests performed,3795280,3322398,472882,104658,73775,14.88,13.03,1.85,2893,47.69,25499881,3.202,37.9,44648.71,0.5,107.791,5.07,0.944
