location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index
Oceania,2021-03-17,34046,12,100.571,963,0,1.429,797.745,0.281,2.357,22.564,0,0.033,,,,,,,,no information,267541,216380,10155,23129,17102,0.63,0.51,0.02,401,,42677809,,,,,,,,,,,,,
Oceania,2021-03-18,34202,156,109.857,968,5,1.429,801.4,3.655,2.574,22.682,0.117,0.033,,,,,,,,no information,292105,217974,10625,24564,17735,0.68,0.51,0.02,416,,42677809,,,,,,,,,,,,,
Oceania,2021-03-19,34390,188,134.571,973,5,2.143,805.805,4.405,3.153,22.799,0.117,0.05,,,,,,,,no information,309265,219666,11396,17160,18594,0.72,0.51,0.03,436,,42677809,,,,,,,,,,,,,
Oceania,2021-03-20,34830,440,196.571,973,0,2.143,816.115,10.31,4.606,22.799,0,0.05,,,,,,,,no information,323615,220224,12111,14350,17080,0.76,0.52,0.03,400,,42677809,,,,,,,,,,,,,
Oceania,2021-03-21,34849,19,145.857,973,0,2.143,816.56,0.445,3.418,22.799,0,0.05,,,,,,,,no information,328389,221166,12755,4774,17212,0.77,0.52,0.03,403,,42677809,,,,,,,,,,,,,
Oceania,2021-03-22,35128,279,170.714,973,0,1.429,823.098,6.537,4,22.799,0,0.033,,,,,,,,no information,355804,222213,13958,27415,20542,0.83,0.52,0.03,481,,42677809,,,,,,,,,,,,,
Oceania,2021-03-23,35545,417,215.857,974,1,1.571,832.868,9.771,5.058,22.822,0.023,0.037,,,,,,,,no information,397044,234722,17348,41240,21805,0.93,0.55,0.04,511,,42677809,,,,,,,,,,,,,
Oceania,2021-03-24,35911,366,266.429,976,2,1.857,841.444,8.576,6.243,22.869,0.047,0.044,,,,,,,,no information,448328,236693,18932,51284,25827,1.05,0.55,0.04,605,,42677809,,,,,,,,,,,,,
Oceania,2021-03-25,35923,12,245.857,976,0,1.143,841.725,0.281,5.761,22.869,0,0.027,,,,,,,,no information,504842,238520,20463,56514,30391,1.18,0.56,0.05,712,,42677809,,,,,,,,,,,,,
Oceania,2021-03-26,36489,566,299.857,976,0,0.429,854.988,13.262,7.026,22.869,0,0.01,,,,,,,,no information,561247,241890,21753,56405,35997,1.32,0.57,0.05,843,,42677809,,,,,,,,,,,,,
Oceania,2021-03-27,36497,8,238.143,976,0,0.429,855.175,0.187,5.58,22.869,0,0.01,,,,,,,,no information,609583,243045,22624,48336,40853,1.43,0.57,0.05,957,,42677809,,,,,,,,,,,,,
Oceania,2021-03-28,37049,552,314.286,982,6,1.286,868.109,12.934,7.364,23.01,0.141,0.03,,,,,,,,no information,615810,243730,23111,6227,41060,1.44,0.57,0.05,962,,42677809,,,,,,,,,,,,,
Oceania,2021-03-29,37236,187,301.143,986,4,1.857,872.491,4.382,7.056,23.103,0.094,0.044,,,,,,,,no information,650982,247539,24233,35172,42168,1.53,0.58,0.06,988,,42677809,,,,,,,,,,,,,
Oceania,2021-03-30,37517,281,281.714,993,7,2.714,879.075,6.584,6.601,23.267,0.164,0.064,,,,,,,,no information,726627,262325,29330,75645,47083,1.7,0.61,0.07,1103,,42677809,,,,,,,,,,,,,
Oceania,2021-03-31,37911,394,285.714,997,4,3,888.307,9.232,6.695,23.361,0.094,0.07,,,,,,,,no information,806228,267769,30661,79601,51129,1.89,0.63,0.07,1198,,42677809,,,,,,,,,,,,,
Oceania,2021-04-01,38043,132,302.857,997,0,3,891.4,3.093,7.096,23.361,0,0.07,,,,,,,,no information,886653,272969,31907,80425,54544,2.08,0.64,0.07,1278,,42677809,,,,,,,,,,,,,
Oceania,2021-04-02,38414,371,275,997,0,3,900.093,8.693,6.444,23.361,0,0.07,,,,,,,,no information,967955,274693,32202,81302,58101,2.27,0.64,0.08,1361,,42677809,,,,,,,,,,,,,
Oceania,2021-04-03,38565,151,295.429,997,0,3,903.631,3.538,6.922,23.361,0,0.07,,,,,,,,no information,974507,276105,32537,6552,52132,2.28,0.65,0.08,1222,,42677809,,,,,,,,,,,,,
Oceania,2021-04-04,38999,434,278.571,998,1,2.286,913.8,10.169,6.527,23.385,0.023,0.054,,,,,,,,no information,990227,276863,32733,15720,53488,2.32,0.65,0.08,1253,,42677809,,,,,,,,,,,,,
Oceania,2021-04-05,39392,393,308,1004,6,2.571,923.009,9.209,7.217,23.525,0.141,0.06,,,,,,,,no information,992568,277786,33024,2341,48798,2.33,0.65,0.08,1143,,42677809,,,,,,,,,,,,,
Oceania,2021-04-06,39413,21,270.857,1004,0,1.571,923.501,0.492,6.347,23.525,0,0.037,,,,,,,,no information,1008200,281307,34461,15632,40225,2.36,0.66,0.08,943,,42677809,,,,,,,,,,,,,
Oceania,2021-04-07,39671,258,251.429,1005,1,1.143,929.546,6.045,5.891,23.549,0.023,0.027,,,,,,,,no information,1094669,293530,43356,86469,41206,2.56,0.69,0.1,966,,42677809,,,,,,,,,,,,,
Oceania,2021-04-08,39887,216,263.429,1005,0,1.143,934.607,5.061,6.172,23.549,0,0.027,,,,,,,,no information,1178709,299994,45121,84040,41722,2.76,0.7,0.11,978,,42677809,,,,,,,,,,,,,
Oceania,2021-04-09,39904,17,212.857,1005,0,1.143,935.006,0.398,4.988,23.549,0,0.027,,,,,,,,no information,1267591,305581,47050,88882,42805,2.97,0.72,0.11,1003,,42677809,,,,,,,,,,,,,
Oceania,2021-04-10,40419,515,264.857,1005,0,1.143,947.073,12.067,6.206,23.549,0,0.027,,,,,,,,no information,1332904,308848,47741,65313,51200,3.12,0.72,0.11,1200,,42677809,,,,,,,,,,,,,
Oceania,2021-04-11,40542,123,220.429,1005,0,1,949.955,2.882,5.165,23.549,0,0.023,,,,,,,,no information,1364165,311326,48822,31261,53420,3.2,0.73,0.11,1252,,42677809,,,,,,,,,,,,,
Oceania,2021-04-12,40716,174,189.143,1007,2,0.429,954.032,4.077,4.432,23.595,0.047,0.01,,,,,,,,no information,1383667,317372,50544,19502,55871,3.24,0.74,0.12,1309,,42677809,,,,,,,,,,,,,
Oceania,2021-04-13,40958,242,220.714,1007,0,0.429,959.703,5.67,5.172,23.595,0,0.01,,,,,,,,no information,1474099,339781,62188,90432,66557,3.45,0.8,0.15,1560,,42677809,,,,,,,,,,,,,
Oceania,2021-04-14,41142,184,210.143,1009,2,0.571,964.014,4.311,4.924,23.642,0.047,0.013,,,,,,,,no information,1543234,346404,63709,69135,64081,3.62,0.81,0.15,1502,,42677809,,,,,,,,,,,,,
Oceania,2021-04-15,41361,219,210.571,1020,11,2.143,969.145,5.131,4.934,23.9,0.258,0.05,,,,,,,,no information,1637385,374719,65552,94151,65525,3.84,0.88,0.15,1535,,42677809,,,,,,,,,,,,,
Oceania,2021-04-16,41532,171,232.571,1020,0,2.143,973.152,4.007,5.449,23.9,0,0.05,,,,,,,,no information,1736072,409875,68171,98687,66926,4.07,0.96,0.16,1568,,42677809,,,,,,,,,,,,,
Oceania,2021-04-17,41560,28,163,1020,0,2.143,973.808,0.656,3.819,23.9,0,0.05,,,,,,,,no information,1795093,413788,69298,59021,66027,4.21,0.97,0.16,1547,,42677809,,,,,,,,,,,,,
Oceania,2021-04-18,41970,410,204,1027,7,3.143,983.415,9.607,4.78,24.064,0.164,0.074,,,,,,,,no information,1819512,415266,69885,24419,65050,4.26,0.97,0.16,1524,,42677809,,,,,,,,,,,,,
Oceania,2021-04-19,42208,238,213.143,1029,2,3.143,988.992,5.577,4.994,24.111,0.047,0.074,,,,,,,,no information,1916287,420360,71922,96775,76089,4.49,0.98,0.17,1783,,42677809,,,,,,,,,,,,,
Oceania,2021-04-20,42235,27,182.429,1029,0,3.143,989.624,0.633,4.275,24.111,0,0.074,,,,,,,,no information,2012563,440137,81691,96276,76923,4.72,1.03,0.19,1802,,42677809,,,,,,,,,,,,,
Oceania,2021-04-21,42256,21,159.143,1030,1,3,990.116,0.492,3.729,24.134,0.023,0.07,,,,,,,,no information,2087565,446893,85116,75002,77762,4.89,1.05,0.2,1822,,42677809,,,,,,,,,,,,,
Oceania,2021-04-22,42694,438,190.429,1038,8,2.571,1000.379,10.263,4.462,24.322,0.187,0.06,,,,,,,,no information,2165180,453407,88986,77615,75399,5.07,1.06,0.21,1767,,42677809,,,,,,,,,,,,,
Oceania,2021-04-23,42709,15,168.143,1038,0,2.571,1000.731,0.351,3.94,24.322,0,0.06,,,,,,,,no information,2247157,461575,92532,81977,73012,5.27,1.08,0.22,1711,,42677809,,,,,,,,,,,,,
Oceania,2021-04-24,42985,276,203.571,1041,3,3,1007.198,6.467,4.77,24.392,0.07,0.07,,,,,,,,no information,2310216,464810,93910,63059,73589,5.41,1.09,0.22,1724,,42677809,,,,,,,,,,,,,
Oceania,2021-04-25,43074,89,157.714,1041,0,2,1009.283,2.085,3.695,24.392,0,0.047,,,,,,,,no information,2332626,466283,94817,22410,73302,5.47,1.09,0.22,1718,,42677809,,,,,,,,,,,,,
Oceania,2021-04-26,43296,222,155.429,1044,3,2.143,1014.485,5.202,3.642,24.462,0.07,0.05,,,,,,,,no information,2338283,467670,95679,5657,60285,5.48,1.1,0.22,1413,,42677809,,,,,,,,,,,,,
Oceania,2021-04-27,43335,39,157.143,1044,0,2.143,1015.399,0.914,3.682,24.462,0,0.05,,,,,,,,no information,2411197,490991,113420,72914,56948,5.65,1.15,0.27,1334,,42677809,,,,,,,,,,,,,
Oceania,2021-04-28,43444,109,169.714,1046,2,2.286,1017.953,2.554,3.977,24.509,0.047,0.054,,,,,,,,no information,2482371,498299,117079,71174,56401,5.82,1.17,0.27,1322,,42677809,,,,,,,,,,,,,
Oceania,2021-04-29,43556,112,123.143,1046,0,1.143,1020.577,2.624,2.885,24.509,0,0.027,,,,,,,,no information,2577583,505816,122033,95212,58915,6.04,1.19,0.29,1380,,42677809,,,,,,,,,,,,,
Oceania,2021-04-30,43570,14,123,1046,0,1.143,1020.905,0.328,2.882,24.509,0,0.027,,,,,,,,no information,2658227,514184,127050,80644,58724,6.23,1.2,0.3,1376,,42677809,,,,,,,,,,,,,
Oceania,2021-05-01,43712,142,103.857,1054,8,1.857,1024.233,3.327,2.434,24.697,0.187,0.044,,,,,,,,no information,2719006,517673,129040,60779,58399,6.37,1.21,0.3,1368,,42677809,,,,,,,,,,,,,
Oceania,2021-05-02,43817,105,106.143,1054,0,1.857,1026.693,2.46,2.487,24.697,0,0.044,,,,,,,,no information,2741774,519293,130958,22768,58450,6.42,1.22,0.31,1370,,42677809,,,,,,,,,,,,,
Oceania,2021-05-03,43888,71,84.571,1054,0,1.429,1028.356,1.664,1.982,24.697,0,0.033,,,,,,,,no information,2759051,525545,135442,17277,60110,6.46,1.23,0.32,1408,,42677809,,,,,,,,,,,,,
Oceania,2021-05-04,43920,32,83.571,1060,6,2.286,1029.106,0.75,1.958,24.837,0.141,0.054,,,,,,,,no information,2860588,558867,147303,101537,64199,6.7,1.31,0.35,1504,,42677809,,,,,,,,,,,,,
Oceania,2021-05-05,43947,27,71.857,1060,0,2,1029.739,0.633,1.684,24.837,0,0.047,,,,,,,,no information,2954688,568067,152858,94100,67474,6.92,1.33,0.36,1581,,42677809,,,,,,,,,,,,,
Oceania,2021-05-06,44318,371,108.857,1061,1,2.143,1038.432,8.693,2.551,24.861,0.023,0.05,,,,,,,,no information,3046939,577279,158682,92251,67051,7.14,1.35,0.37,1571,,42677809,,,,,,,,,,,,,
Oceania,2021-05-07,44331,13,108.714,1061,0,2.143,1038.737,0.305,2.547,24.861,0,0.05,,,,,,,,no information,3144798,587409,165409,97859,69510,7.37,1.38,0.39,1629,,42677809,,,,,,,,,,,,,
Oceania,2021-05-08,44362,31,92.857,1061,0,1,1039.463,0.726,2.176,24.861,0,0.023,,,,,,,,no information,3225172,591779,168219,80374,72309,7.56,1.39,0.39,1694,,42677809,,,,,,,,,,,,,
Oceania,2021-05-09,44376,14,79.857,1061,0,1,1039.791,0.328,1.871,24.861,0,0.023,,,,,,,,no information,3255124,593503,169834,29952,73336,7.63,1.39,0.4,1718,,42677809,,,,,,,,,,,,,
Oceania,2021-05-10,44840,464,136,1061,0,1,1050.663,10.872,3.187,24.861,0,0.023,,,,,,,,no information,3275995,600378,174947,20871,73849,7.68,1.41,0.41,1730,,42677809,,,,,,,,,,,,,
Oceania,2021-05-11,45266,426,192.286,1070,9,1.429,1060.645,9.982,4.506,25.072,0.211,0.033,,,,,,,,no information,3433820,669780,190484,157825,81890,8.05,1.57,0.45,1919,,42677809,,,,,,,,,,,,,
Oceania,2021-05-12,45789,523,263.143,1070,0,1.429,1072.9,12.255,6.166,25.072,0,0.033,,,,,,,,no information,3525452,679292,196225,91632,81538,8.26,1.59,0.46,1911,,42677809,,,,,,,,,,,,,
Oceania,2021-05-13,46041,252,246.143,1074,4,1.857,1078.804,5.905,5.767,25.165,0.094,0.044,,,,,,,,no information,3623460,689026,202215,98008,82360,8.49,1.61,0.47,1930,,42677809,,,,,,,,,,,,,
Oceania,2021-05-14,46514,473,311.857,1077,3,2.286,1089.887,11.083,7.307,25.236,0.07,0.054,,,,,,,,no information,3731580,706551,209315,108120,83826,8.74,1.66,0.49,1964,,42677809,,,,,,,,,,,,,
Oceania,2021-05-15,46526,12,309.143,1077,0,2.286,1090.168,0.281,7.244,25.236,0,0.054,,,,,,,,no information,3816338,709966,212126,84758,84452,8.94,1.66,0.5,1979,,42677809,,,,,,,,,,,,,
Oceania,2021-05-16,46540,14,309.143,1077,0,2.286,1090.496,0.328,7.244,25.236,0,0.054,,,,,,,,no information,3852931,712368,213930,36593,85401,9.03,1.67,0.5,2001,,42677809,,,,,,,,,,,,,
Oceania,2021-05-17,46549,9,244.143,1077,0,2.286,1090.707,0.211,5.721,25.236,0,0.054,,,,,,,,no information,3874921,719657,217678,21990,85561,9.08,1.69,0.51,2005,,42677809,,,,,,,,,,,,,
Oceania,2021-05-18,47067,518,257.286,1077,0,1,1102.845,12.137,6.029,25.236,0,0.023,,,,,,,,no information,4007413,754724,231916,132492,81942,9.39,1.77,0.54,1920,,42677809,,,,,,,,,,,,,
Oceania,2021-05-19,47504,437,245,1082,5,1.714,1113.084,10.24,5.741,25.353,0.117,0.04,,,,,,,,no information,4118381,763777,238301,110968,84704,9.65,1.79,0.56,1985,,42677809,,,,,,,,,,,,,
Oceania,2021-05-20,47794,290,250.429,1095,13,3,1119.879,6.795,5.868,25.657,0.305,0.07,,,,,,,,no information,4226714,772501,245036,108333,86179,9.9,1.81,0.57,2019,,42677809,,,,,,,,,,,,,
Oceania,2021-05-21,47805,11,184.429,1095,0,2.571,1120.137,0.258,4.321,25.657,0,0.06,,,,,,,,no information,4353273,790629,252321,126559,88813,10.2,1.85,0.59,2081,,42677809,,,,,,,,,,,,,
Oceania,2021-05-22,47844,39,188.286,1095,0,2.571,1121.051,0.914,4.412,25.657,0,0.06,,,,,,,,no information,4450854,795025,255885,97581,90645,10.43,1.86,0.6,2124,,42677809,,,,,,,,,,,,,
Oceania,2021-05-23,47862,18,188.857,1095,0,2.571,1121.473,0.422,4.425,25.657,0,0.06,,,,,,,,no information,4492122,797286,257423,41268,91313,10.53,1.87,0.6,2140,,42677809,,,,,,,,,,,,,
Oceania,2021-05-24,48158,296,229.857,1097,2,2.857,1128.408,6.936,5.386,25.704,0.047,0.067,,,,,,,,no information,4518176,3838721,679455,26054,91894,10.59,8.99,1.59,2153,,42677809,,,,,,,,,,,,,
Oceania,2021-05-25,48231,73,166.286,1097,0,2.857,1130.119,1.71,3.896,25.704,0,0.067,,,,,,,,no information,4662593,3960537,703405,144417,93597,10.93,9.28,1.65,2193,,42677809,,,,,,,,,,,,,
Oceania,2021-05-26,48422,191,131.143,1100,3,2.571,1134.594,4.475,3.073,25.775,0.07,0.06,,,,,,,,no information,4785962,4022502,764809,123369,95369,11.21,9.43,1.79,2235,,42677809,,,,,,,,,,,,,
Oceania,2021-05-27,48508,86,102,1103,3,1.143,1136.609,2.015,2.39,25.845,0.07,0.027,,,,,,,,no information,4914206,4134949,780606,128244,98213,11.51,9.69,1.83,2301,,42677809,,,,,,,,,,,,,
Oceania,2021-05-28,48920,412,159.286,1103,0,1.143,1146.263,9.654,3.732,25.845,0,0.027,,,,,,,,no information,5059712,4260996,800065,145506,100920,11.86,9.98,1.87,2365,,42677809,,,,,,,,,,,,,
Oceania,2021-05-29,48935,15,155.857,1103,0,1.143,1146.615,0.351,3.652,25.845,0,0.027,,,,,,,,no information,5191542,4383832,809059,131830,105813,12.16,10.27,1.9,2479,,42677809,,,,,,,,,,,,,
Oceania,2021-05-30,49062,127,171.429,1103,0,1.143,1149.59,2.976,4.017,25.845,0,0.027,,,,,,,,no information,5256488,4445104,812733,64946,109195,12.32,10.42,1.9,2559,,42677809,,,,,,,,,,,,,
Oceania,2021-05-31,49174,112,145.143,1103,0,0.857,1152.215,2.624,3.401,25.845,0,0.02,,,,,,,,no information,5301626,4483272,819703,45138,111921,12.42,10.5,1.92,2622,,42677809,,,,,,,,,,,,,
Oceania,2021-06-01,49212,38,140.143,1103,0,0.857,1153.105,0.89,3.284,25.845,0,0.02,,,,,,,,no information,5492838,4656227,839524,191212,118606,12.87,10.91,1.97,2779,,42677809,,,,,,,,,,,,,
Oceania,2021-06-02,49271,59,121.286,1103,0,0.429,1154.488,1.382,2.842,25.845,0,0.01,,,,,,,,no information,5652494,4769816,885591,159656,123790,13.24,11.18,2.08,2901,,42677809,,,,,,,,,,,,,
Oceania,2021-06-03,49579,308,153,1103,0,0,1161.704,7.217,3.585,25.845,0,0,,,,,,,,no information,5817125,4917209,902829,164631,128988,13.63,11.52,2.12,3022,,42677809,,,,,,,,,,,,,
Oceania,2021-06-04,49630,51,101.429,1103,0,0,1162.899,1.195,2.377,25.845,0,0,,,,,,,,no information,5981198,5064363,919748,164073,131641,14.01,11.87,2.16,3085,,42677809,,,,,,,,,,,,,
Oceania,2021-06-05,49752,122,116.714,1105,2,0.286,1165.758,2.859,2.735,25.892,0.047,0.007,,,,,,,,no information,6131971,5204456,930428,150773,134347,14.37,12.19,2.18,3148,,42677809,,,,,,,,,,,,,
Oceania,2021-06-06,49922,170,122.857,1105,0,0.286,1169.741,3.983,2.879,25.892,0,0.007,,,,,,,,no information,6225910,5293045,935778,93939,138489,14.59,12.4,2.19,3245,,42677809,,,,,,,,,,,,,
Oceania,2021-06-07,50057,135,126.143,1105,0,0.286,1172.905,3.163,2.956,25.892,0,0.007,,,,,,,,no information,6308027,5366301,944639,82117,143772,14.78,12.57,2.21,3369,,42677809,,,,,,,,,,,,,
Oceania,2021-06-08,50184,127,138.857,1105,0,0.286,1175.88,2.976,3.254,25.892,0,0.007,,,,,,,,no information,6571057,5551376,1023579,263030,154031,15.4,13.01,2.4,3609,,42677809,,,,,,,,,,,,,
Oceania,2021-06-09,50417,233,163.714,1105,0,0.286,1181.34,5.46,3.836,25.892,0,0.007,,,,,,,,no information,6723333,5684895,1042336,152276,152977,15.75,13.32,2.44,3584,,42677809,,,,,,,,,,,,,
Oceania,2021-06-10,50505,88,132.286,1105,0,0.286,1183.402,2.062,3.1,25.892,0,0.007,,,,,,,,no information,6889438,5834652,1058684,166105,153188,16.14,13.67,2.48,3589,,42677809,,,,,,,,,,,,,
Oceania,2021-06-11,50562,57,133.143,1105,0,0.286,1184.737,1.336,3.12,25.892,0,0.007,,,,,,,,no information,7064264,5987408,1080754,174826,154724,16.55,14.03,2.53,3625,,42677809,,,,,,,,,,,,,
Oceania,2021-06-12,50666,104,130.571,1105,0,0,1187.174,2.437,3.059,25.892,0,0,,,,,,,,no information,7209096,6113360,1099634,144832,153875,16.89,14.32,2.58,3606,,42677809,,,,,,,,,,,,,
Oceania,2021-06-13,50806,140,126.286,1106,1,0.143,1190.455,3.28,2.959,25.915,0.023,0.003,,,,,,,,no information,7277209,6168731,1112376,68113,150186,17.05,14.45,2.61,3519,,42677809,,,,,,,,,,,,,
Oceania,2021-06-14,50905,99,121.143,1106,0,0.143,1192.774,2.32,2.839,25.915,0,0.003,,,,,,,,no information,7327637,6209992,1121543,50428,145659,17.17,14.55,2.63,3413,,42677809,,,,,,,,,,,,,
Oceania,2021-06-15,51036,131,121.714,1107,1,0.286,1195.844,3.07,2.852,25.939,0.023,0.007,,,,,,,,no information,7450303,6313710,1140491,122666,125607,17.46,14.79,2.67,2943,,42677809,,,,,,,,,,,,,
Oceania,2021-06-16,51283,247,123.714,1107,0,0.286,1201.632,5.788,2.899,25.939,0,0.007,,,,,,,,no information,7626641,6400619,1229920,176338,129044,17.87,15,2.88,3024,,42677809,,,,,,,,,,,,,
Oceania,2021-06-17,51390,107,126.429,1110,3,0.714,1204.139,2.507,2.962,26.009,0.07,0.017,,,,,,,,no information,7785789,6527290,1262397,159148,128050,18.24,15.29,2.96,3000,,42677809,,,,,,,,,,,,,
Oceania,2021-06-18,51518,128,136.571,1110,0,0.714,1207.138,2.999,3.2,26.009,0,0.017,,,,,,,,no information,7947859,6659494,1292263,162070,126228,18.62,15.6,3.03,2958,,42677809,,,,,,,,,,,,,
Oceania,2021-06-19,51815,297,164.143,1116,6,1.571,1214.097,6.959,3.846,26.149,0.141,0.037,,,,,,,,no information,8090914,6777467,1317345,143055,125974,18.96,15.88,3.09,2952,,42677809,,,,,,,,,,,,,
Oceania,2021-06-20,52007,192,171.571,1117,1,1.571,1218.596,4.499,4.02,26.173,0.023,0.037,,,,,,,,no information,8162756,6829450,1337204,71842,126507,19.13,16,3.13,2964,,42677809,,,,,,,,,,,,,
Oceania,2021-06-21,52224,217,188.429,1117,0,1.571,1223.68,5.085,4.415,26.173,0,0.037,,,,,,,,no information,8268565,6896496,1377045,105809,134418,19.37,16.16,3.23,3150,,42677809,,,,,,,,,,,,,
Oceania,2021-06-22,52421,197,197.857,1119,2,1.714,1228.296,4.616,4.636,26.22,0.047,0.04,,,,,,,,no information,8290352,6907631,1387697,21787,120007,19.43,16.19,3.25,2812,,42677809,,,,,,,,,,,,,
Oceania,2021-06-23,52790,369,215.286,1123,4,2.286,1236.943,8.646,5.044,26.313,0.094,0.054,,,,,,,,no information,8559887,6936017,1628846,269535,133321,20.06,16.25,3.82,3124,,42677809,,,,,,,,,,,,,
Oceania,2021-06-24,53111,321,245.857,1123,0,1.857,1244.464,7.521,5.761,26.313,0,0.044,,,,,,,,no information,8698809,7068165,1635620,138922,130431,20.38,16.56,3.83,3056,,42677809,,,,,,,,,,,,,
Oceania,2021-06-25,53363,252,263.571,1124,1,2,1250.369,5.905,6.176,26.337,0.023,0.047,,,,,,,,no information,8837243,7131014,1711205,138434,127055,20.71,16.71,4.01,2977,,42677809,,,,,,,,,,,,,
Saint Kitts and Nevis,2021-03-16,43,0,0.286,,,0,808.392,0,5.371,,,0,,,,,,,,no information,6903,6903,,,314,12.98,12.98,,5903,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-03-19,44,0,0.286,,,0,827.192,0,5.371,,,0,,,,,,,,no information,7580,7580,,,276,14.25,14.25,,5189,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-03-27,44,0,0,,,0,827.192,0,0,,,0,,,,,,,,no information,8573,8573,,,124,16.12,16.12,,2331,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-04-10,44,0,0,,,0,827.192,0,0,,,0,,,,,,,,no information,10456,10456,,,134,19.66,19.66,,2519,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-04-14,44,0,0,,,0,827.192,0,0,,,0,,,,,,,,no information,11152,11152,,,157,20.97,20.97,,2952,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-04-15,44,0,0,,,0,827.192,0,0,,,0,,,,,,,,no information,11451,11451,,299,181,21.53,21.53,,3403,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-04-21,44,0,0,,,0,827.192,0,0,,,0,,,,,,,,no information,11848,11848,,,99,22.27,22.27,,1861,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-05-04,45,0,0.143,,,0,845.992,0,2.686,,,0,,,,,,,,no information,13070,12943,127,,94,24.57,24.33,0.24,1767,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-05-12,45,0,0,,,0,845.992,0,0,,,0,,,,,,,,no information,15567,13821,1746,,312,29.27,25.98,3.28,5866,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-05-18,45,0,0,,,0,845.992,0,0,,,0,,,,,,,,no information,18695,14588,4107,,491,35.15,27.43,7.72,9231,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-05-22,46,0,0.143,,,0,864.792,0,2.686,,,0,,,,,,,,no information,21459,15619,5840,,618,40.34,29.36,10.98,11618,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-05-27,64,4,2.571,,,0,1203.188,75.199,48.342,,,0,,,,,,,,no information,25347,18425,6922,,753,47.65,34.64,13.01,14156,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-06-01,73,5,1.857,,,0,1372.387,93.999,34.914,,,0,,,,,,,,no information,27749,20090,7659,,565,52.17,37.77,14.4,10622,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-06-05,83,5,2.143,,,0,1560.385,93.999,40.285,,,0,,,,,,,,no information,29628,21066,8562,,474,55.7,39.6,16.1,8911,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-06-10,83,0,1.143,,,0,1560.385,0,21.486,,,0,,,,,,,,no information,31054,21469,9585,,338,58.38,40.36,18.02,6354,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-06-15,209,54,18,,,0,3929.162,1015.19,338.397,,,0,,,,,,,,no information,32415,22012,10403,,276,60.94,41.38,19.56,5189,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Saint Kitts and Nevis,2021-06-21,350,9,27.857,2,1,0.286,6579.937,169.198,523.709,37.6,18.8,5.371,,,,,,,,no information,33982,22403,11579,,263,63.89,42.12,21.77,4944,,53192,212.865,,,,24654.385,,,12.84,,,2.3,76.23,0.779
Samoa,2021-05-04,3,0,0,,,0,15.12,0,0,,,0,,,,,,,,no information,7411,7411,,,,3.74,3.74,,,,198410,69.413,22,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,73.32,0.715
Samoa,2021-05-11,3,0,0,,,0,15.12,0,0,,,0,,,,,,,,no information,11950,11950,,,648,6.02,6.02,,3266,,198410,69.413,22,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,73.32,0.715
