location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
Uruguay,2021-02-27,57362,820,742.714,603,2,4.857,16513.1,236.058,213.809,173.589,0.576,1.398,1.15,6493,1012294,291.414,1.869,6674,1.921,tests performed,372,372,NA,NA,NA,0.01,0.01,NA,NA,68.52,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Uruguay,2021-02-28,57994,632,739.857,608,5,4.857,16695.037,181.937,212.987,175.028,1.439,1.398,1.15,5540,1017834,293.009,1.595,6707,1.931,tests performed,373,373,NA,1,1,0.01,0.01,NA,0,68.52,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Vietnam,2021-03-08,2524,12,10.857,35,0,0,25.93,0.123,0.112,0.36,0,0,0.72,NA,NA,NA,NA,NA,NA,no information,377,377,NA,377,377,0,0,NA,4,63.43,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,NA
Dominican Republic,2021-02-16,231095,532,936.714,2975,16,15.857,21303.194,49.042,86.35,274.247,1.475,1.462,0.82,3767,1153449,106.329,0.347,5516,0.508,samples tested,385,385,NA,385,385,0,0,NA,35,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Cameroon,2021-04-12,61731,0,627.714,919,0,9.714,2325.447,0,23.646,34.619,0,0.366,0.46,NA,NA,NA,NA,NA,NA,no information,400,400,NA,400,400,0,0,NA,15,37.96,26545864,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,NA,NA,2.735,1.3,59.29,0.563,NA
Albania,2021-01-17,67690,474,585,1277,7,5.143,23521.44,164.709,203.28,443.742,2.432,1.787,1.02,2521,297804,103.483,0.876,3055,1.062,tests performed,405,405,NA,36,58,0.01,0.01,NA,20,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
France,2020-12-31,2677666,20042,13333.286,64759,251,338.571,39631.402,296.636,197.342,958.48,3.715,5.011,1.09,337208,NA,NA,4.991,258602,3.827,people tested,410,410,NA,88,98,0,0,NA,1,63.89,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA
Belize,2021-03-02,12320,7,8,315,0,0.143,30984.279,17.605,20.12,792.212,0,0.359,0.75,NA,NA,NA,NA,NA,NA,no information,417,417,NA,NA,208,0.1,0.1,NA,523,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Liechtenstein,2021-01-25,2454,13,8.429,52,0,0.286,64346.96,340.876,221.008,1363.505,0,7.492,0.77,198,23925,627.344,5.192,124,3.251,tests performed,418,418,NA,75,43,1.1,1.1,NA,1128,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Chile,2020-12-24,594152,3238,2202.857,16303,75,42.286,31081.058,169.385,115.235,852.836,3.923,2.212,1.13,44304,6213304,325.028,2.318,42240,2.21,tests performed,420,420,NA,NA,NA,0,0,NA,NA,79.17,19116209,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18,0.851,NA
Slovakia,2021-01-05,191088,2989,2985.857,2603,82,88.571,35000.091,547.472,546.896,476.771,15.019,16.223,1.05,93509,3494425,640.046,17.127,57709,10.57,tests performed,425,425,NA,425,425,0.01,0.01,NA,78,61.11,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA
Trinidad and Tobago,2021-02-22,7682,2,5.143,139,0,0.143,5489.139,1.429,3.675,99.322,0,0.102,0.9,232,93810,67.032,0.166,223,0.159,people tested,440,440,NA,NA,63,0.03,0.03,NA,45,64.81,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,NA
Albania,2021-01-18,67982,292,573,1281,4,4.857,23622.906,101.466,199.11,445.132,1.39,1.688,1.03,2343,300147,104.297,0.814,3165,1.1,tests performed,447,447,NA,42,55,0.02,0.02,NA,19,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
Greece,2020-12-28,135931,475,619.143,4672,66,59.286,13041.377,45.572,59.401,448.237,6.332,5.688,0.83,7339,3283621,315.034,0.704,21209,2.035,samples tested,447,447,NA,NA,NA,0,0,NA,NA,84.26,10423056,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.888,NA
Liechtenstein,2021-01-26,2455,1,8.143,52,0,0.286,64373.181,26.221,213.516,1363.505,0,7.492,0.77,224,24149,633.217,5.874,134,3.514,tests performed,463,463,NA,45,39,1.21,1.21,NA,1023,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-01-27,2458,3,7.571,52,0,0.286,64451.845,78.664,198.532,1363.505,0,7.492,0.77,207,24356,638.645,5.428,137,3.592,tests performed,463,463,NA,0,31,1.21,1.21,NA,813,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Albania,2021-01-19,68568,586,563,1287,6,5,23826.534,203.628,195.636,447.217,2.085,1.737,1.06,2510,302657,105.17,0.872,2991,1.039,tests performed,483,483,NA,36,51,0.02,0.02,NA,18,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
France,2021-01-01,2697014,19348,13202.714,64892,133,334.857,39917.767,286.364,195.41,960.449,1.968,4.956,1.09,33219,NA,NA,0.492,257809,3.816,people tested,485,485,NA,75,93,0,0,NA,1,63.89,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA
Estonia,2020-12-28,25808,416,532.143,213,9,4.571,19455.139,313.598,401.151,160.568,6.785,3.446,1.06,4461,624640,470.879,3.363,4296,3.239,tests performed,509,509,NA,318,318,0.04,0.04,NA,240,55.56,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.892,NA
Albania,2021-01-20,69238,670,557.714,1291,4,5,24059.351,232.817,193.799,448.607,1.39,1.737,1.09,3331,305988,106.327,1.157,2994,1.04,tests performed,519,519,NA,36,47,0.02,0.02,NA,16,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
Vietnam,2021-03-09,2526,2,7.286,35,0,0,25.951,0.021,0.075,0.36,0,0,0.7,NA,NA,NA,NA,NA,NA,no information,522,522,NA,145,261,0,0,NA,3,63.43,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,NA
Paraguay,2021-02-23,153790,1132,1082,3101,21,18.571,21561.774,158.709,151.699,434.769,2.944,2.604,1.1,3739,733880,102.892,0.524,3722,0.522,tests performed,545,545,NA,345,272,0.01,0.01,NA,38,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Albania,2021-01-21,69916,678,560.286,1296,5,5,24294.948,235.597,194.692,450.344,1.737,1.737,1.13,3088,309076,107.4,1.073,2907,1.01,tests performed,549,549,NA,30,40,0.02,0.02,NA,14,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
Albania,2021-02-02,79934,942,891.857,1398,5,9.429,27776.079,327.333,309.909,485.788,1.737,3.276,1.18,3856,349925,121.595,1.34,3570,1.241,tests performed,550,549,1,NA,0,0.02,0.02,0,0,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
Armenia,2021-03-31,192639,1148,922.143,3515,18,16.714,65009.716,387.415,311.195,1186.204,6.074,5.641,1.09,6354,853829,288.141,2.144,5203,1.756,tests performed,565,565,NA,NA,NA,0.02,0.02,NA,NA,NA,2963234,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,15.77
Bangladesh,2021-01-28,533953,509,526,8087,15,17.286,3242.182,3.091,3.194,49.105,0.091,0.105,0.78,14830,3612678,21.936,0.09,14273,0.087,tests performed,567,567,NA,541,284,0,0,NA,2,81.02,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59,0.632,NA
Bolivia,2021-02-01,218299,1464,2211.571,10439,60,55.429,18701.144,125.417,189.46,894.284,5.14,4.748,0.97,5190,565795,48.47,0.445,6795,0.582,tests performed,570,NA,NA,503,142,0,NA,NA,12,19.44,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.718,NA
France,2021-01-02,2700480,3466,13256,65048,156,336.286,39969.066,51.299,196.198,962.758,2.309,4.977,1.09,229971,NA,NA,3.404,258832,3.831,people tested,575,575,NA,90,92,0,0,NA,1,63.89,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA
Andorra,2021-01-25,9596,47,73.286,97,1,0.857,124195.949,608.296,948.498,1255.42,12.942,11.094,0.97,NA,140701,1821.019,NA,920,11.907,people tested,576,576,NA,NA,NA,0.75,0.75,NA,NA,52.78,77265,163.755,NA,NA,NA,NA,NA,109.135,7.97,29,37.8,NA,NA,83.73,0.868,NA
San Marino,2021-03-02,3791,45,36.143,74,0,0.143,111703.695,1325.947,1064.967,2180.447,0,4.209,1.08,NA,NA,NA,NA,NA,NA,no information,580,580,NA,305,182,1.71,1.71,NA,5363,60.19,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Latvia,2020-12-28,36838,508,786.143,578,19,19.286,19530.252,269.324,416.786,306.436,10.073,10.225,1.1,4437,841442,446.104,2.352,7312,3.877,tests performed,595,595,NA,NA,NA,0.03,0.03,NA,NA,60.19,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.866,NA
Madagascar,2021-05-12,39510,159,199.143,738,6,6.857,1426.816,5.742,7.192,26.651,0.217,0.248,0.72,803,194234,7.014,0.029,818,0.03,tests performed,609,609,NA,NA,NA,0,0,NA,NA,81.48,27691019,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,NA,NA,50.54,0.2,67.04,0.528,NA
New Zealand,2021-02-22,2363,6,3.714,26,0,0,490.022,1.244,0.77,5.392,0,0,1.13,3892,1662321,344.72,0.807,10339,2.144,tests performed,610,610,NA,448,194,0.01,0.01,NA,40,39.35,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,NA
Japan,2021-02-18,421421,1525,1328,7294,76,70.571,3332.011,12.058,10.5,57.671,0.601,0.558,0.73,54504,7320031,57.877,0.431,47928,0.379,people tested,611,611,NA,486,486,0,0,NA,4,49.54,126476458,347.778,48.2,27.049,18.493,39002.223,NA,79.37,5.72,11.2,33.7,NA,13.05,84.63,0.919,NA
Norway,2020-12-28,47585,526,464.143,429,8,3.429,8777.509,97.026,85.616,79.133,1.476,0.632,1.13,21779,2690690,496.324,4.017,14381,2.653,people tested,638,638,NA,612,91,0.01,0.01,NA,17,56.02,5421242,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,NA
Panama,2021-01-20,303777,2243,2195.571,4912,48,45.429,70404.017,519.843,508.85,1138.416,11.125,10.529,0.78,13584,1560135,361.58,3.148,12358,2.864,tests performed,641,641,NA,NA,NA,0.01,0.01,NA,NA,74.07,4314768,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.815,NA
Mali,2021-04-02,10285,86,80.857,390,4,2,507.88,4.247,3.993,19.258,0.198,0.099,1.29,NA,NA,NA,NA,NA,NA,no information,643,643,NA,NA,214,0,0,NA,11,48.15,20250834,15.196,16.4,2.519,1.486,2014.306,NA,268.024,2.42,1.6,23,52.232,0.1,59.31,0.434,NA
Kyrgyzstan,2021-04-06,89277,124,143,1509,2,1.571,13683.995,19.006,21.918,231.293,0.307,0.241,1.28,NA,NA,NA,NA,NA,NA,no information,644,644,NA,NA,72,0.01,0.01,NA,11,58.33,6524191,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,NA
Liechtenstein,2021-01-28,2475,17,8.571,52,0,0.143,64897.606,445.761,224.754,1363.505,0,3.746,0.78,130,24486,642.054,3.409,139,3.645,tests performed,651,651,NA,188,48,1.71,1.71,NA,1259,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Central African Republic,2021-05-12,6866,192,49.286,95,2,0.571,1421.602,39.753,10.205,19.67,0.414,0.118,1,NA,NA,NA,NA,NA,NA,no information,667,667,NA,NA,NA,0.01,0.01,NA,NA,11.11,4829764,7.479,18.3,3.655,2.251,661.24,NA,435.727,6.1,NA,NA,16.603,1,53.28,0.397,NA
France,2021-01-03,2712975,12495,13780.714,65164,116,328.143,40154.001,184.935,203.965,964.475,1.717,4.857,1.1,47173,NA,NA,0.698,258712,3.829,people tested,667,667,NA,92,92,0,0,NA,1,63.89,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,13.84
Guyana,2021-02-15,8232,1,29.857,186,0,0.714,10465.839,1.271,37.959,236.473,0,0.908,0.97,NA,NA,NA,NA,NA,NA,no information,668,668,NA,NA,167,0.08,0.08,NA,212,60.19,786559,3.952,26.3,5.305,2.837,7435.047,NA,373.159,11.62,NA,NA,77.159,1.6,69.91,0.682,NA
Belize,2021-03-03,12328,8,8.143,315,0,0,31004.399,20.12,20.479,792.212,0,0,0.74,NA,NA,NA,NA,NA,NA,no information,673,673,NA,256,224,0.17,0.17,NA,563,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Argentina,2020-12-29,1602163,11650,6697.714,43018,150,109.143,35449.396,257.767,148.193,951.815,3.319,2.415,1.19,37070,4369262,96.674,0.82,23741,0.525,tests performed,700,NA,NA,NA,NA,0,NA,NA,NA,79.17,45195777,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,NA,5,76.67,0.845,NA
Kosovo,2021-04-03,91079,0,986.714,1892,0,11.571,47123.461,0,510.517,978.904,0,5.987,0.99,NA,NA,NA,NA,NA,NA,no information,700,700,NA,NA,117,0.04,0.04,NA,61,62.04,1932774,168.155,NA,NA,NA,9795.834,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2020-12-15,479064,6244,6617.286,13793,116,114.286,12693.074,165.438,175.329,365.453,3.073,3.028,1.04,123736,16132400,427.437,3.278,128820,3.413,tests performed,723,723,NA,718,718,0,0,NA,19,70.83,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.929,NA
Austria,2020-12-27,351892,1408,1862.571,5881,38,75.714,39071.327,156.333,206.805,652.98,4.219,8.407,0.87,9909,3757237,417.174,1.1,23423,2.601,tests performed,737,737,NA,NA,NA,0.01,0.01,NA,NA,82.41,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,22.81
Tunisia,2021-03-13,241257,640,604.143,8359,30,27.429,20413.3,54.152,51.118,707.274,2.538,2.321,0.98,NA,NA,NA,NA,NA,NA,no information,743,743,NA,743,743,0.01,0.01,NA,63,62.04,11818618,74.228,32.7,8.001,5.075,10849.297,2,318.991,8.52,1.1,65.8,78.687,2.3,76.7,0.74,NA
Libya,2021-04-17,171131,0,606.143,2882,0,10.714,24905.232,0,88.214,419.427,0,1.559,0.88,NA,NA,NA,NA,NA,NA,samples tested,750,750,NA,NA,NA,0.01,0.01,NA,NA,79.63,6871287,3.623,29,4.424,2.816,17881.509,NA,341.862,10.43,NA,NA,NA,3.7,72.91,0.724,NA
Brunei,2021-04-03,214,1,1.143,3,0,0,489.162,2.286,2.612,6.857,0,0,0.72,NA,NA,NA,NA,NA,NA,no information,754,754,NA,754,754,0.17,0.17,NA,1723,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
Philippines,2021-03-01,578381,2029,2132.143,12322,4,32.571,5278.11,18.516,19.457,112.446,0.037,0.297,1.16,24880,8338756,76.097,0.227,32064,0.293,people tested,756,756,NA,756,756,0,0,NA,7,67.13,109581085,351.873,25.2,4.803,2.661,7599.188,NA,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,NA
Belgium,2020-12-30,644242,2831,1703,19441,80,71.714,55587.864,244.27,146.942,1677.45,6.903,6.188,0.89,32722,6935196,598.397,2.823,26377,2.276,tests performed,800,800,19,486,250,0.01,0.01,0,22,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Belgium,2020-12-31,646496,2254,1656,19528,87,70,55782.349,194.484,142.887,1684.957,7.507,6.04,0.9,30553,6965749,601.034,2.636,25465,2.197,tests performed,810,810,19,10,170,0.01,0.01,0,15,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Belgium,2021-01-01,648289,1793,1577.571,19581,53,70.286,55937.056,154.707,136.119,1689.53,4.573,6.065,0.91,11947,6977696,602.064,1.031,25306,2.184,tests performed,812,812,19,2,128,0.01,0.01,0,11,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Belize,2021-03-04,12329,1,7,314,-1,-0.143,31006.914,2.515,17.605,789.697,-2.515,-0.359,0.74,NA,NA,NA,NA,NA,NA,no information,817,817,NA,144,204,0.21,0.21,NA,513,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Brunei,2021-04-04,214,0,1,3,0,0,489.162,0,2.286,6.857,0,0,0.72,NA,NA,NA,NA,NA,NA,no information,822,822,NA,68,411,0.19,0.19,NA,939,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
Belgium,2021-01-02,649169,880,1591.286,19644,63,69.429,56012.986,75.93,137.303,1694.966,5.436,5.991,0.92,18617,6996313,603.671,1.606,25410,2.192,tests performed,825,825,32,13,105,0.01,0.01,0,9,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Belgium,2021-01-04,650887,876,1593.286,19750,49,73.714,56161.222,75.585,137.475,1704.112,4.228,6.36,0.97,40289,7054290,608.673,3.476,27611,2.382,tests performed,831,831,34,NA,76,0.01,0.01,0,7,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Liechtenstein,2021-01-29,2484,9,7.429,52,0,0,65133.597,235.991,194.786,1363.505,0,0,0.77,105,24591,644.807,2.753,138,3.619,tests performed,841,841,NA,190,71,2.21,2.21,NA,1862,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-01-30,2493,9,8,52,0,0,65369.589,235.991,209.77,1363.505,0,0,0.75,47,24638,646.039,1.232,136,3.566,tests performed,841,841,NA,0,71,2.21,2.21,NA,1862,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-01-31,2493,0,7.429,52,0,0,65369.589,0,194.786,1363.505,0,0,0.73,51,24689,647.377,1.337,137,3.592,tests performed,841,841,NA,0,71,2.21,2.21,NA,1862,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,24
Liechtenstein,2021-02-01,2497,4,6.143,52,0,0,65474.474,104.885,161.073,1363.505,0,0,0.72,215,24904,653.014,5.638,140,3.671,tests performed,841,841,NA,0,60,2.21,2.21,NA,1573,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-02-02,2497,0,6,52,0,0,65474.474,0,157.328,1363.505,0,0,0.71,62,24966,654.64,1.626,117,3.068,tests performed,841,841,NA,0,54,2.21,2.21,NA,1416,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-02-03,2509,12,7.286,52,0,0,65789.129,314.655,191.041,1363.505,0,0,0.72,211,25177,660.173,5.533,117,3.068,tests performed,846,841,5,5,55,2.22,2.21,0.01,1442,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-02-04,2513,4,5.429,52,0,0,65894.014,104.885,142.344,1363.505,0,0,0.69,142,25319,663.896,3.723,119,3.12,tests performed,846,841,5,0,28,2.22,2.21,0.01,734,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-02-05,2518,5,4.857,52,0,0,66025.12,131.106,127.36,1363.505,0,0,0.68,140,25459,667.567,3.671,124,3.251,tests performed,846,841,5,0,1,2.22,2.21,0.01,26,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-02-06,2518,0,3.571,52,0,0,66025.12,0,93.647,1363.505,0,0,0.67,46,25505,668.773,1.206,124,3.251,tests performed,846,841,5,0,1,2.22,2.21,0.01,26,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-02-07,2523,5,4.286,52,0,0,66156.226,131.106,112.377,1363.505,0,0,0.67,42,25547,669.874,1.101,123,3.225,tests performed,846,841,5,0,1,2.22,2.21,0.01,26,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Kyrgyzstan,2021-04-07,89438,161,128.571,1512,3,1.714,13708.673,24.677,19.707,231.753,0.46,0.263,1.28,NA,NA,NA,NA,NA,NA,no information,849,849,NA,205,91,0.01,0.01,NA,14,58.33,6524191,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,NA
Estonia,2020-12-29,26283,475,519.429,221,8,4.857,19813.213,358.075,391.567,166.599,6.031,3.662,1.06,6670,631310,475.908,5.028,4406,3.321,tests performed,876,876,NA,367,342,0.07,0.07,NA,258,55.56,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.892,NA
Maldives,2021-02-02,16155,99,129.714,52,0,0.143,29886.669,183.15,239.971,96.2,0,0.264,1.25,3471,411749,761.734,6.421,3372,6.238,samples tested,880,880,NA,NA,NA,0.16,0.16,NA,NA,NA,540542,1454.433,30.6,4.12,2.875,15183.616,NA,164.905,9.19,2.1,55,95.803,NA,78.92,0.74,NA
San Marino,2021-03-03,3829,38,34.857,75,1,0.286,112823.384,1119.689,1027.083,2209.912,29.465,8.419,1.07,NA,NA,NA,NA,NA,NA,no information,883,883,NA,303,212,2.6,2.6,NA,6247,60.19,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
South Sudan,2021-04-15,10416,13,13.143,114,0,0,930.521,1.161,1.174,10.184,0,0,0.67,NA,NA,NA,NA,619,0.055,tests performed,947,947,NA,NA,95,0.01,0.01,NA,8,72.22,11193729,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.433,NA
Liechtenstein,2021-02-08,2526,3,4.143,52,0,0,66234.89,78.664,108.631,1363.505,0,0,0.66,230,25777,675.905,6.031,125,3.278,tests performed,951,841,110,105,16,2.49,2.21,0.29,420,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Vietnam,2021-03-10,2529,3,6.714,35,0,0,25.981,0.031,0.069,0.36,0,0,0.69,NA,NA,NA,NA,NA,NA,no information,955,955,NA,433,318,0,0,NA,3,63.43,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,NA
Romania,2020-12-27,615809,2049,3502.143,15230,122,119.429,32010.561,106.51,182.046,791.675,6.342,6.208,0.82,NA,4718625,245.28,NA,17333,0.901,tests performed,965,965,NA,NA,NA,0.01,0.01,NA,NA,76.85,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,34.58
New Zealand,2021-02-23,2365,2,3.571,26,0,0,490.437,0.415,0.741,5.392,0,0,1.11,4125,1666446,345.576,0.855,10097,2.094,tests performed,968,968,NA,358,235,0.02,0.02,NA,49,22.22,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,NA
Trinidad and Tobago,2021-02-27,7705,1,4.143,139,0,0,5505.573,0.715,2.96,99.322,0,0,0.94,80,95939,68.553,0.057,364,0.26,people tested,991,991,NA,NA,97,0.07,0.07,NA,69,64.81,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,NA
Belize,2021-03-05,12335,6,6,315,1,0,31022.003,15.09,15.09,792.212,2.515,0,0.74,NA,NA,NA,NA,NA,NA,no information,996,996,NA,179,199,0.25,0.25,NA,500,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Paraguay,2021-02-24,154904,1114,1093,3119,18,18.286,21717.96,156.186,153.242,437.292,2.524,2.564,1.1,3309,737189,103.356,0.464,3656,0.513,tests performed,1000,1000,NA,455,333,0.01,0.01,NA,47,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
